A_RowId,CATEGORY,FULL_URL,HOST,URI,TARGET
1174604069,Home | Language & Literacy Education,http:||lled.educ.ubc.ca|people|post-doctoral-fellows|,lled.educ.ubc.ca,|PEOPLE|POST-DOCTORAL-FELLOWS,EDUCATION
374405391,Home | Language & Literacy Education,http:||lled.educ.ubc.ca|people|staff|,lled.educ.ubc.ca,|PEOPLE|STAFF,EDUCATION
518495314,Home | Language & Literacy Education,http:||lled.educ.ubc.ca|people|visiting-scholars|,lled.educ.ubc.ca,|PEOPLE|VISITING-SCHOLARS,EDUCATION
-818708917,Home | Language & Literacy Education,http:||lled.educ.ubc.ca|programs|,lled.educ.ubc.ca,|PROGRAMS,EDUCATION
1112328593,Home | Language & Literacy Education,http:||lled.educ.ubc.ca|programs|libe|,lled.educ.ubc.ca,|PROGRAMS|LIBE,EDUCATION
-2096444353,Home | Language & Literacy Education,http:||lled.educ.ubc.ca|programs|literacy-education|,lled.educ.ubc.ca,|PROGRAMS|LITERACY-EDUCATION,EDUCATION
1112361359,Home | Language & Literacy Education,http:||lled.educ.ubc.ca|programs|mled|,lled.educ.ubc.ca,|PROGRAMS|MLED,EDUCATION
-159005578,Home | Language & Literacy Education,http:||lled.educ.ubc.ca|programs|programs-by-area|,lled.educ.ubc.ca,|PROGRAMS|PROGRAMS-BY-AREA,EDUCATION
1112563611,Home | Language & Literacy Education,http:||lled.educ.ubc.ca|programs|tesl|,lled.educ.ubc.ca,|PROGRAMS|TESL,EDUCATION
1112563611,Home | Language & Literacy Education,http:||lled.educ.ubc.ca|programs|tesl|#TESLCertificate-0,lled.educ.ubc.ca,|PROGRAMS|TESL,EDUCATION
323669424,Home | Language & Literacy Education,http:||lled.educ.ubc.ca|public-seminar-ryan-deschambault|,lled.educ.ubc.ca,|PUBLIC-SEMINAR-RYAN-DESCHAMBAULT,EDUCATION
-168522377,Home | Language & Literacy Education,http:||lled.educ.ubc.ca|research|,lled.educ.ubc.ca,|RESEARCH,EDUCATION
909667829,Home | Language & Literacy Education,http:||lled.educ.ubc.ca|research|faculty-publications|,lled.educ.ubc.ca,|RESEARCH|FACULTY-PUBLICATIONS,EDUCATION
1969255029,Home | Language & Literacy Education,http:||lled.educ.ubc.ca|research|research-archive|,lled.educ.ubc.ca,|RESEARCH|RESEARCH-ARCHIVE,EDUCATION
77151102,Home | Language & Literacy Education,http:||lled.educ.ubc.ca|research|student-publications|,lled.educ.ubc.ca,|RESEARCH|STUDENT-PUBLICATIONS,EDUCATION
-624464439,Home | Language & Literacy Education,http:||lled.educ.ubc.ca|resources|,lled.educ.ubc.ca,|RESOURCES,EDUCATION
-1332163571,Home | Language & Literacy Education,http:||lled.educ.ubc.ca|resources|bookings|,lled.educ.ubc.ca,|RESOURCES|BOOKINGS,EDUCATION
-1736202605,Home | Language & Literacy Education,http:||lled.educ.ubc.ca|resources|faculty-funding-lines|,lled.educ.ubc.ca,|RESOURCES|FACULTY-FUNDING-LINES,EDUCATION
-23712234,Home | Language & Literacy Education,http:||lled.educ.ubc.ca|resources|financial|,lled.educ.ubc.ca,|RESOURCES|FINANCIAL,EDUCATION
-512694806,Home | Language & Literacy Education,http:||lled.educ.ubc.ca|resources|policies-procedures|,lled.educ.ubc.ca,|RESOURCES|POLICIES-PROCEDURES,EDUCATION
-1396356704,Home | Language & Literacy Education,http:||lled.educ.ubc.ca|resources|student-resources|,lled.educ.ubc.ca,|RESOURCES|STUDENT-RESOURCES,EDUCATION
2058391924,Home | Language & Literacy Education,http:||lled.educ.ubc.ca|students|,lled.educ.ubc.ca,|STUDENTS,EDUCATION
1292775668,Home | Language & Literacy Education,http:||lled.educ.ubc.ca|students|current-students|,lled.educ.ubc.ca,|STUDENTS|CURRENT-STUDENTS,EDUCATION
-1623474771,Home | Language & Literacy Education,http:||lled.educ.ubc.ca|students|current-students|award-winning-students|,lled.educ.ubc.ca,|STUDENTS|CURRENT-STUDENTS|AWARD-WINNING-STUDENTS,EDUCATION
937382542,Home | Language & Literacy Education,http:||lled.educ.ubc.ca|students|current-students|funding-awards|,lled.educ.ubc.ca,|STUDENTS|CURRENT-STUDENTS|FUNDING-AWARDS,EDUCATION
-1794624100,Home | Language & Literacy Education,http:||lled.educ.ubc.ca|students|current-students|graduating-project|,lled.educ.ubc.ca,|STUDENTS|CURRENT-STUDENTS|GRADUATING-PROJECT,EDUCATION
1926618436,Home | Language & Literacy Education,http:||lled.educ.ubc.ca|students|current-students|student-profiles|,lled.educ.ubc.ca,|STUDENTS|CURRENT-STUDENTS|STUDENT-PROFILES,EDUCATION
2123410433,Home | Language & Literacy Education,http:||lled.educ.ubc.ca|students|prospective-students|,lled.educ.ubc.ca,|STUDENTS|PROSPECTIVE-STUDENTS,EDUCATION
-198045074,Home | Language & Literacy Education,http:||lled.educ.ubc.ca|students|prospective-students|graduate-degrees-offered|,lled.educ.ubc.ca,|STUDENTS|PROSPECTIVE-STUDENTS|GRADUATE-DEGREES-OFFERED,EDUCATION
-216885318,Home | Language & Literacy Education,http:||lled.educ.ubc.ca|students|prospective-students|ma-m-ed-admissions|,lled.educ.ubc.ca,|STUDENTS|PROSPECTIVE-STUDENTS|MA-M-ED-ADMISSIONS,EDUCATION
248967654,Home | Language & Literacy Education,http:||lled.educ.ubc.ca|students|prospective-students|phd-admissions|,lled.educ.ubc.ca,|STUDENTS|PROSPECTIVE-STUDENTS|PHD-ADMISSIONS,EDUCATION
-881113242,Home | Language & Literacy Education,http:||lled.educ.ubc.ca|students|visiting-students|,lled.educ.ubc.ca,|STUDENTS|VISITING-STUDENTS,EDUCATION
-2125573427,Home | Language & Literacy Education,http:||lled.educ.ubc.ca|summer-2018-sessional-lecturers|,lled.educ.ubc.ca,|SUMMER-2018-SESSIONAL-LECTURERS,EDUCATION
-1442461394,Home | Language & Literacy Education,http:||lled.educ.ubc.ca|teresa-tess-prendergast-successfully-defended-her-dissertation-congratulations|,lled.educ.ubc.ca,|TERESA-TESS-PRENDERGAST-SUCCESSFULLY-DEFENDED-HER-DISSERTATION-CONGRATULATIONS,EDUCATION
1022043216,Home | Language & Literacy Education,http:||lled.educ.ubc.ca|tesl-certificate-program-summer-intensive-courses|,lled.educ.ubc.ca,|TESL-CERTIFICATE-PROGRAM-SUMMER-INTENSIVE-COURSES,EDUCATION
-1126839673,Home | Language & Literacy Education,http:||lled.educ.ubc.ca|visiting-professorship-ritsumeikan-2017w2-job-posting|,lled.educ.ubc.ca,|VISITING-PROFESSORSHIP-RITSUMEIKAN-2017W2-JOB-POSTING,EDUCATION
-727793323,Academic departments  |  About the UW,http:||lsj.washington.edu,lsj.washington.edu,,
776705095,Undergraduate Minor Programs - UCLA Luskin,http:||luskin.ucla.edu|admissions|inside-luskin|#,luskin.ucla.edu,|ADMISSIONS|INSIDE-LUSKIN,
776705095,Undergraduate Minor Programs - UCLA Luskin,http:||luskin.ucla.edu|admissions|inside-luskin|#capstone,luskin.ucla.edu,|ADMISSIONS|INSIDE-LUSKIN,
776705095,Undergraduate Minor Programs - UCLA Luskin,http:||luskin.ucla.edu|admissions|inside-luskin|#contact,luskin.ucla.edu,|ADMISSIONS|INSIDE-LUSKIN,
776705095,Undergraduate Minor Programs - UCLA Luskin,http:||luskin.ucla.edu|admissions|inside-luskin|#gerontology,luskin.ucla.edu,|ADMISSIONS|INSIDE-LUSKIN,
776705095,Undergraduate Minor Programs - UCLA Luskin,http:||luskin.ucla.edu|admissions|inside-luskin|#public-affairs,luskin.ucla.edu,|ADMISSIONS|INSIDE-LUSKIN,
776705095,Undergraduate Minor Programs - UCLA Luskin,http:||luskin.ucla.edu|admissions|inside-luskin|#top,luskin.ucla.edu,|ADMISSIONS|INSIDE-LUSKIN,
776705095,Undergraduate Minor Programs - UCLA Luskin,http:||luskin.ucla.edu|admissions|inside-luskin|#urban-regional,luskin.ucla.edu,|ADMISSIONS|INSIDE-LUSKIN,
776705095,Undergraduate Minor Programs - UCLA Luskin,http:||luskin.ucla.edu|admissions|inside-luskin|?s=,luskin.ucla.edu,|ADMISSIONS|INSIDE-LUSKIN,
-434736696,uoit-logo,http:||mail.uoit.net|,mail.uoit.net,,
754080557,Faculties & Departments - Acadia University,http:||math.acadiau.ca|,math.acadiau.ca,,
-1426662614,DeGroote School of Business - McMaster University - Commerce- MBA- PhD,http:||mbarecruit.degroote.mcmaster.ca|,mbarecruit.degroote.mcmaster.ca,,
229780334,uoit-logo,http:||mdc.uoit.ca|index.php,mdc.uoit.ca,,
-1913095366,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|,mech.ubc.ca,,
2010481485,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|2017|05|24|2017-summer-lab-tours|,mech.ubc.ca,|2017|05|24|2017-SUMMER-LAB-TOURS,MECHANICAL ENGINEERING
247963491,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|2017|10|05|sheila-tobias|,mech.ubc.ca,|2017|10|05|SHEILA-TOBIAS,MECHANICAL ENGINEERING
1056514022,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|2017|10|11|elizabeth-croft-discusses-the-future-of-robotics-in-cbc-interview|,mech.ubc.ca,|2017|10|11|ELIZABETH-CROFT-DISCUSSES-THE-FUTURE-OF-ROBOTICS-IN-CBC-INTERVIEW,MECHANICAL ENGINEERING
-241799236,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|2017|10|12|mech-department-tours|,mech.ubc.ca,|2017|10|12|MECH-DEPARTMENT-TOURS,MECHANICAL ENGINEERING
-1096879017,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|2017|11|09|dr-agnes-dentremont-featured-for-open-problem-library-project|,mech.ubc.ca,|2017|11|09|DR-AGNES-DENTREMONT-FEATURED-FOR-OPEN-PROBLEM-LIBRARY-PROJECT,MECHANICAL ENGINEERING
-846871350,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|2017|11|23|congratulations-november-2017-grads|,mech.ubc.ca,|2017|11|23|CONGRATULATIONS-NOVEMBER-2017-GRADS,MECHANICAL ENGINEERING
-1363400417,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|2017|12|05|after-more-than-a-year-lost-at-sea-ada-has-been-found|,mech.ubc.ca,|2017|12|05|AFTER-MORE-THAN-A-YEAR-LOST-AT-SEA-ADA-HAS-BEEN-FOUND,MECHANICAL ENGINEERING
-16645443,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|2018|01|04|january-18-2018-dr-andrew-szeri|,mech.ubc.ca,|2018|01|04|JANUARY-18-2018-DR-ANDREW-SZERI,MECHANICAL ENGINEERING
-1758500212,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|2018|01|12|canada-graduate-scholarships-michael-smith-foreign-study-supplement-3rd-intake-deadline-january-26-2018|,mech.ubc.ca,|2018|01|12|CANADA-GRADUATE-SCHOLARSHIPS-MICHAEL-SMITH-FOREIGN-STUDY-SUPPLEMENT-3RD-INTAKE-DEADLINE-JANUARY-26-2018,MECHANICAL ENGINEERING
1408844146,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|2018|01|17|february-6-2018-the-shale-gas-revolution-green-energy-or-a-bridge-to-nowhere-allen-l-robinson|,mech.ubc.ca,|2018|01|17|FEBRUARY-6-2018-THE-SHALE-GAS-REVOLUTION-GREEN-ENERGY-OR-A-BRIDGE-TO-NOWHERE-ALLEN-L-ROBINSON,MECHANICAL ENGINEERING
-483714246,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|2018|01|18|january-18-2018-cs-distinguished-lecture-series-yuanyuan-zhou|,mech.ubc.ca,|2018|01|18|JANUARY-18-2018-CS-DISTINGUISHED-LECTURE-SERIES-YUANYUAN-ZHOU,MECHANICAL ENGINEERING
989691894,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|2018|01|19|cags-proquest-umi-distinguished-dissertation-awards-deadline-february-12-2018|,mech.ubc.ca,|2018|01|19|CAGS-PROQUEST-UMI-DISTINGUISHED-DISSERTATION-AWARDS-DEADLINE-FEBRUARY-12-2018,MECHANICAL ENGINEERING
-2120829215,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|2018|01|19|governor-generals-gold-medal-deadline-february-1-2018|,mech.ubc.ca,|2018|01|19|GOVERNOR-GENERALS-GOLD-MEDAL-DEADLINE-FEBRUARY-1-2018,MECHANICAL ENGINEERING
872181544,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|2018|01|22|january-23-2018-dr-ian-frigaard-why-do-wells-leak-and-who-cares|,mech.ubc.ca,|2018|01|22|JANUARY-23-2018-DR-IAN-FRIGAARD-WHY-DO-WELLS-LEAK-AND-WHO-CARES,MECHANICAL ENGINEERING
-1695009311,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|2018|01|29|february-8-2018-cs-distinguished-lecture-series-dr-christine-alvarado|,mech.ubc.ca,|2018|01|29|FEBRUARY-8-2018-CS-DISTINGUISHED-LECTURE-SERIES-DR-CHRISTINE-ALVARADO,MECHANICAL ENGINEERING
1762162342,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|2018|01|29|february-9-2018-catalytic-conversion-of-lignocellulosic-biomass-to-biofuels-and-bioproducts|,mech.ubc.ca,|2018|01|29|FEBRUARY-9-2018-CATALYTIC-CONVERSION-OF-LIGNOCELLULOSIC-BIOMASS-TO-BIOFUELS-AND-BIOPRODUCTS,MECHANICAL ENGINEERING
1495137308,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|2018|01|31|mechanical-engineering-teaching-fellowship-award-deadline-february-28-2018|,mech.ubc.ca,|2018|01|31|MECHANICAL-ENGINEERING-TEACHING-FELLOWSHIP-AWARD-DEADLINE-FEBRUARY-28-2018,MECHANICAL ENGINEERING
472096650,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|2018|01|31|three-minute-thesis-registration-deadline-and-practice-session|,mech.ubc.ca,|2018|01|31|THREE-MINUTE-THESIS-REGISTRATION-DEADLINE-AND-PRACTICE-SESSION,MECHANICAL ENGINEERING
1969962846,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|2018|02|05|february-15-2018-cs-distinguished-lecture-series-dr-fernando-perez|,mech.ubc.ca,|2018|02|05|FEBRUARY-15-2018-CS-DISTINGUISHED-LECTURE-SERIES-DR-FERNANDO-PEREZ,MECHANICAL ENGINEERING
2068934415,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|2018|02|09|walter-c-sumner-memorial-fellowship-deadline-february-23-2018|,mech.ubc.ca,|2018|02|09|WALTER-C-SUMNER-MEMORIAL-FELLOWSHIP-DEADLINE-FEBRUARY-23-2018,MECHANICAL ENGINEERING
1973947826,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|category|awards|,mech.ubc.ca,|CATEGORY|AWARDS,MECHANICAL ENGINEERING
-958901907,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|contact-us|,mech.ubc.ca,|CONTACT-US,MECHANICAL ENGINEERING
562603981,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|graduate|,mech.ubc.ca,|GRADUATE,MECHANICAL ENGINEERING
217842762,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|graduate|current|,mech.ubc.ca,|GRADUATE|CURRENT,MECHANICAL ENGINEERING
-647848129,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|graduate|current|degree-requirements|,mech.ubc.ca,|GRADUATE|CURRENT|DEGREE-REQUIREMENTS,MECHANICAL ENGINEERING
-2131875243,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|graduate|current|enhance-your-degree|,mech.ubc.ca,|GRADUATE|CURRENT|ENHANCE-YOUR-DEGREE,MECHANICAL ENGINEERING
-653168208,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|graduate|current|welcome|,mech.ubc.ca,|GRADUATE|CURRENT|WELCOME,MECHANICAL ENGINEERING
-1418720818,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|graduate|funding|,mech.ubc.ca,|GRADUATE|FUNDING,MECHANICAL ENGINEERING
-15654371,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|graduate|prospective|,mech.ubc.ca,|GRADUATE|PROSPECTIVE,MECHANICAL ENGINEERING
48053141,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|graduate|prospective|applications-admissions|,mech.ubc.ca,|GRADUATE|PROSPECTIVE|APPLICATIONS-ADMISSIONS,MECHANICAL ENGINEERING
1726047598,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|graduate|prospective|programs|,mech.ubc.ca,|GRADUATE|PROSPECTIVE|PROGRAMS,MECHANICAL ENGINEERING
953051501,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|graduate|prospective|whyubc|,mech.ubc.ca,|GRADUATE|PROSPECTIVE|WHYUBC,MECHANICAL ENGINEERING
-2147456863,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|graduate|vancouver-and-ubc|,mech.ubc.ca,|GRADUATE|VANCOUVER-AND-UBC,MECHANICAL ENGINEERING
920623477,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|our-department|,mech.ubc.ca,|OUR-DEPARTMENT,MECHANICAL ENGINEERING
-211812794,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|our-department|about|,mech.ubc.ca,|OUR-DEPARTMENT|ABOUT,MECHANICAL ENGINEERING
2033144165,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|our-department|alumni|,mech.ubc.ca,|OUR-DEPARTMENT|ALUMNI,MECHANICAL ENGINEERING
259657417,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|our-department|career-opportunities|,mech.ubc.ca,|OUR-DEPARTMENT|CAREER-OPPORTUNITIES,MECHANICAL ENGINEERING
464008241,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|our-department|courses|,mech.ubc.ca,|OUR-DEPARTMENT|COURSES,MECHANICAL ENGINEERING
-1252721456,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|our-department|faculty-staff-directory|,mech.ubc.ca,|OUR-DEPARTMENT|FACULTY-STAFF-DIRECTORY,MECHANICAL ENGINEERING
217766991,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|our-department|teaching-research-awards|,mech.ubc.ca,|OUR-DEPARTMENT|TEACHING-RESEARCH-AWARDS,MECHANICAL ENGINEERING
-193872940,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|our-department|tours|,mech.ubc.ca,|OUR-DEPARTMENT|TOURS,MECHANICAL ENGINEERING
121703453,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|research|,mech.ubc.ca,|RESEARCH,MECHANICAL ENGINEERING
2125081032,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|research|biomedical|,mech.ubc.ca,|RESEARCH|BIOMEDICAL,MECHANICAL ENGINEERING
1677970357,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|research|centres-facilities|,mech.ubc.ca,|RESEARCH|CENTRES-FACILITIES,MECHANICAL ENGINEERING
1846354462,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|research|chairs-and-professorships|,mech.ubc.ca,|RESEARCH|CHAIRS-AND-PROFESSORSHIPS,MECHANICAL ENGINEERING
213446233,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|research|design-and-applied-mechanics|,mech.ubc.ca,|RESEARCH|DESIGN-AND-APPLIED-MECHANICS,MECHANICAL ENGINEERING
-1343404782,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|research|mechatronics-and-manufacturing|,mech.ubc.ca,|RESEARCH|MECHATRONICS-AND-MANUFACTURING,MECHANICAL ENGINEERING
1294916267,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|research|thermofluids|,mech.ubc.ca,|RESEARCH|THERMOFLUIDS,MECHANICAL ENGINEERING
-779731231,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|undergraduate|,mech.ubc.ca,|UNDERGRADUATE,MECHANICAL ENGINEERING
961599877,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|undergraduate|admissions|,mech.ubc.ca,|UNDERGRADUATE|ADMISSIONS,MECHANICAL ENGINEERING
1571411086,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|undergraduate|community|,mech.ubc.ca,|UNDERGRADUATE|COMMUNITY,MECHANICAL ENGINEERING
-872379338,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|undergraduate|curriculum|,mech.ubc.ca,|UNDERGRADUATE|CURRICULUM,MECHANICAL ENGINEERING
-1060949027,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|undergraduate|mech-2|,mech.ubc.ca,|UNDERGRADUATE|MECH-2,MECHANICAL ENGINEERING
-185949173,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|undergraduate|policies|,mech.ubc.ca,|UNDERGRADUATE|POLICIES,MECHANICAL ENGINEERING
1859839354,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|undergraduate|research-opportunities|,mech.ubc.ca,|UNDERGRADUATE|RESEARCH-OPPORTUNITIES,MECHANICAL ENGINEERING
1861830058,Mechanical Engineering Home | UBC Mechanical Engineering,http:||mech.ubc.ca|undergraduate|whymech|,mech.ubc.ca,|UNDERGRADUATE|WHYMECH,MECHANICAL ENGINEERING
765826942,DeGroote School of Business - McMaster University - Commerce- MBA- PhD,http:||mfin.degroote.mcmaster.ca|,mfin.degroote.mcmaster.ca,,BUSINESS
1497971737,UCLA Moving Image Archive Studies,http:||mias.gseis.ucla.edu|#,mias.gseis.ucla.edu,,VISUAL ARTS
-807516285,UCLA Moving Image Archive Studies,http:||mias.gseis.ucla.edu||,mias.gseis.ucla.edu,|,VISUAL ARTS
-807516285,UCLA Moving Image Archive Studies,http:||mias.gseis.ucla.edu||#,mias.gseis.ucla.edu,|,VISUAL ARTS
-1081182301,UCLA Moving Image Archive Studies,http:||mias.gseis.ucla.edu||admissions|,mias.gseis.ucla.edu,||ADMISSIONS,VISUAL ARTS
-1831896379,UCLA Moving Image Archive Studies,http:||mias.gseis.ucla.edu||current-students|,mias.gseis.ucla.edu,||CURRENT-STUDENTS,VISUAL ARTS
2056596946,UCLA Moving Image Archive Studies,http:||mias.gseis.ucla.edu||overview|,mias.gseis.ucla.edu,||OVERVIEW,VISUAL ARTS
544025792,Microbiology | University of Nebraskaâ€“Lincoln,http:||microbiology.unl.edu|#maincontent,microbiology.unl.edu,,BIOLOGY
-873787015,Microbiology | University of Nebraskaâ€“Lincoln,http:||microbiology.unl.edu|careers,microbiology.unl.edu,|CAREERS,BIOLOGY
-469808004,Microbiology | University of Nebraskaâ€“Lincoln,http:||microbiology.unl.edu|courses,microbiology.unl.edu,|COURSES,BIOLOGY
-304851798,Microbiology | University of Nebraskaâ€“Lincoln,http:||microbiology.unl.edu|degrees-distinction,microbiology.unl.edu,|DEGREES-DISTINCTION,BIOLOGY
2041390171,Microbiology | University of Nebraskaâ€“Lincoln,http:||microbiology.unl.edu|microbiology-unl,microbiology.unl.edu,|MICROBIOLOGY-UNL,BIOLOGY
1450961269,Microbiology | University of Nebraskaâ€“Lincoln,http:||microbiology.unl.edu|tel:+14024727211,microbiology.unl.edu,|TEL:+14024727211,BIOLOGY
-954660657,Microbiology | University of Nebraskaâ€“Lincoln,http:||microbiology.unl.edu|tel:402-472-0395,microbiology.unl.edu,|TEL:402-472-0395,BIOLOGY
1544195691,Microbiology | University of Nebraskaâ€“Lincoln,http:||microbiology.unl.edu|ugcurrent,microbiology.unl.edu,|UGCURRENT,BIOLOGY
617527194,Microbiology | University of Nebraskaâ€“Lincoln,http:||microbiology.unl.edu|ugdegree,microbiology.unl.edu,|UGDEGREE,BIOLOGY
1288087786,Microbiology | University of Nebraskaâ€“Lincoln,http:||microbiology.unl.edu|undergrad,microbiology.unl.edu,|UNDERGRAD,BIOLOGY
-915163943,NBK Mining Engineering- UBC: Mining Engineering at UBC- Vancouver- BC,http:||mining.ubc.ca|2018|01|17|cim-distinguished-lecture|,mining.ubc.ca,|2018|01|17|CIM-DISTINGUISHED-LECTURE,ENGINEERING
-1152066265,NBK Mining Engineering- UBC: Mining Engineering at UBC- Vancouver- BC,http:||mining.ubc.ca|2018|01|31|4926|,mining.ubc.ca,|2018|01|31|4926,ENGINEERING
1596914796,NBK Mining Engineering- UBC: Mining Engineering at UBC- Vancouver- BC,http:||mining.ubc.ca|2018|02|05|1st-korea-canada-joint-committee-meeting-jcm-on-science-technology-and-innovation|,mining.ubc.ca,|2018|02|05|1ST-KOREA-CANADA-JOINT-COMMITTEE-MEETING-JCM-ON-SCIENCE-TECHNOLOGY-AND-INNOVATION,ENGINEERING
-1620620274,NBK Mining Engineering- UBC: Mining Engineering at UBC- Vancouver- BC,http:||mining.ubc.ca|safety|,mining.ubc.ca,|SAFETY,ENGINEERING
-1615387470,Mechanical & Materials Engineering | College of Engineering | University of Nebraskaâ€“Lincoln,http:||mme.unl.edu|,mme.unl.edu,,MECHANICAL ENGINEERING
-1615387470,Mechanical & Materials Engineering | College of Engineering | University of Nebraskaâ€“Lincoln,http:||mme.unl.edu|#maincontent,mme.unl.edu,,MECHANICAL ENGINEERING
-1615387470,Mechanical & Materials Engineering | College of Engineering | University of Nebraskaâ€“Lincoln,http:||mme.unl.edu||,mme.unl.edu,,MECHANICAL ENGINEERING
-1615387470,Mechanical & Materials Engineering | College of Engineering | University of Nebraskaâ€“Lincoln,http:||mme.unl.edu||mme|mme-research|,mme.unl.edu,,MECHANICAL ENGINEERING
-78539093,Mechanical & Materials Engineering | College of Engineering | University of Nebraskaâ€“Lincoln,http:||mme.unl.edu|16-engineering-faculty-staff-receive-parents-recognition-award|,mme.unl.edu,|16-ENGINEERING-FACULTY-STAFF-RECEIVE-PARENTS-RECOGNITION-AWARD,MECHANICAL ENGINEERING
-242515845,Mechanical & Materials Engineering | College of Engineering | University of Nebraskaâ€“Lincoln,http:||mme.unl.edu|mme,mme.unl.edu,|MME,MECHANICAL ENGINEERING
-242515845,Mechanical & Materials Engineering | College of Engineering | University of Nebraskaâ€“Lincoln,http:||mme.unl.edu|mme|mme-graduate-fellowshipsassistantships|,mme.unl.edu,|MME,MECHANICAL ENGINEERING
-242515845,Mechanical & Materials Engineering | College of Engineering | University of Nebraskaâ€“Lincoln,http:||mme.unl.edu|mme|mme-scholarships|,mme.unl.edu,|MME,MECHANICAL ENGINEERING
-242515845,Mechanical & Materials Engineering | College of Engineering | University of Nebraskaâ€“Lincoln,http:||mme.unl.edu|mme|mme-scholarships||mme|mme-research|,mme.unl.edu,|MME,MECHANICAL ENGINEERING
-242515845,Mechanical & Materials Engineering | College of Engineering | University of Nebraskaâ€“Lincoln,http:||mme.unl.edu|mme|mme-scholarships|snapchat:||?u=unlincoln,mme.unl.edu,|MME,MECHANICAL ENGINEERING
